school,date,category,description,details,lat,lng
Bryn Mawr College,"
03/20/2017
  ","
ANTISEMITIC EXPRESSION
  ","
Bi-Co held a series of events for ""Israeli Apartheid Week.
  ",#incident/search/display-by-date/search/details/5b516e5e9d1f3b0b33b847bd?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.0278802,-75.3144595
Boston University,"
03/19/2017
  ","
ANTISEMITIC EXPRESSION
  ","
BU's student newspaper published an article interview and review of an event hosted near campus by the Greater Boston branch of the Party for Socialism and Liberation.
  ",#incident/search/display-by-date/search/details/5b516e5e9d1f3b0b33b847bb?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.3504997,-71.1053991
Virginia Polytechnic Institute,"
03/18/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
About 100 leaflets with hand-drawn swastikas were found strewn across the lawn of the campus Chabad Jewish Student Center on Saturday by the center's co-Director, Rabbi Zvi Zweibel.
  ",#incident/search/display-by-date/search/details/5b516e5e9d1f3b0b33b847b9?ref=view_279_per_page%3D1000%26view_279_page%3D3,37.22838429999999,-80.42341669999999
University of Illinois at Chicago,"
03/18/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
More antisemitic flyers were found at the campus library for the second time in a week.
  ",#incident/search/display-by-date/search/details/5b516e5e9d1f3b0b33b847b7?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.8697938,-87.6496336
Georgetown University,"
03/17/2017
  ","
ANTISEMITIC EXPRESSION
  ","
G.
  ",#incident/search/display-by-date/search/details/5b516e5e9d1f3b0b33b847b5?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.9089151,-77.07234609999999
Georgetown University,"
03/17/2017
  ","
ANTISEMITIC EXPRESSION
  ","
The LGBTQ Center held an event entitled ""Coffee Hour: Let's Talk About Homonationalism"" to discuss ""pinkwashing"" i.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847b3?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.9089151,-77.07234609999999
University of Michigan - Dearborn,"
03/16/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
At a Board of Regents Meeting, Fiana Arbab, the UM-Dearborn Student Government President began an unscheduled discussion over a resolution to divest from Israeli companies.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847af?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.31763429999999,-83.2320299
Sacramento State University,"
03/16/2017
  ","
BDS ACTIVITY
  ","
SJP released a divestment resolution targeting companies that do business with Israel as well as Sabra Dipping Co (for the Hummus being sold on the campus EcoGrounds) and included as well companies involved in private prisons and the Dakota Access pipeline.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847b1?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.5612918,-121.4240519
Georgetown University,"
03/15/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP held an event to demonize ""Birthright"" entitled, ""So You Wanna Go on Birthright?"" Prior to the event, SJP promoted an op-ed from 2014 pulling quotes from it that stated, ""To us, Birthright is the erasure of our right to our homeland, and it promises our homeland to one in four students at this university.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847ad?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.9089151,-77.07234609999999
San Diego State University,"
03/15/2017
  ","
ANTISEMITIC EXPRESSION
  ","
SJP held the event ""Settler Colonialism from America to Israel"" as part of ""Palestine Solidarity Month.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847ab?ref=view_279_per_page%3D1000%26view_279_page%3D3,32.7759894,-117.0712533
De Anza College,"
03/15/2017
  ","
ANTISEMITIC EXPRESSION
  ","
The DASB Senate discussed and then passed a divestment resolution advocating the Foothill-De Anza Foundation’s divestment from four companies doing business with Israel and allegedly “profiting from human rights violations,” including Caterpillar, Hewlett Packard Enterprise, Motorola Solutions and G4S.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847a9?ref=view_279_per_page%3D1000%26view_279_page%3D3,37.3206678,-122.0454878
Washington University St. Louis,"
03/15/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
An antisemitic voicemail message was left for a librarian at the university.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847a7?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.6487895,-90.31079620000001
Drake University,"
03/15/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
The ADL reported that a Jewish student was the target of antisemitic verbal harassment.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847a5?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.60125130000001,-93.65467079999999
Curry College,"
03/15/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
The ADL reported a swastika vandalism incident at the College.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847a3?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.2353087,-71.1111665
Western Washington University,"
03/14/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A swastika was found carved into a wall of a bathroom in Bond Hall.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b847a1?ref=view_279_per_page%3D1000%26view_279_page%3D3,48.7342877,-122.4866103
University of Illinois at Chicago,"
03/14/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A poster found in multiple places throughout campus, including the library, said, ""Ending White Privilege.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8479f?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.8697938,-87.6496336
Stanford University,"
03/14/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A panel event entitled “Solidarity: Fighting Anti-Semitism and Islamophobia Together” was hosted by the Muslim Student Union, Students for Justice in Palestine (SJP), Jewish Voice for Peace (JVP), and J Street U, among others, although the Jewish groups Stanford Hillel and Chabad were not present, and the Jewish Students Association (JSA) was hesitant to attend.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8479d?ref=view_279_per_page%3D1000%26view_279_page%3D3,37.4274745,-122.169719
Georgetown University,"
03/13/2017
  ","
ANTISEMITIC EXPRESSION
  ","
SJP erected a display on campus that falsely accused Israel of ""ethnic cleansing"" as part of the first event scheduled for ""Israeli Apartheid Week,"" which was called ""The Ethnic Cleansing of Palestine.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8479b?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.9089151,-77.07234609999999
Georgetown University,"
03/13/2017
  ","
ANTISEMITIC EXPRESSION
  ","
The students who had submitted an anti-Israel divestment proposal to the Committee on Investment and Social Responsibility (CISR) published a delegitimizing and demonizing statement expressing their disappointment at CISR's decision not to divest from companies who do business with Israel.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84798?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.9089151,-77.07234609999999
University of California Hastings,"
03/13/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A mezuzah (a Jewish object containing Hebrew verses from the Torah) on a Jewish student’s front door in McAllister Tower was partially set on fire by a vandal in an investigated hate-crime.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84795?ref=view_279_per_page%3D1000%26view_279_page%3D3,37.7811559,-122.415848
University of Michigan - Dearborn,"
03/13/2017
  ","
BDS ACTIVITY
  ","
An anti-Israel divestment resolution passed unanimously in the Student Government.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84793?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.31763429999999,-83.2320299
CSU Long Beach,"
03/13/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
At least one flyer was found on campus that featured a swastika and a phrase disparaging Jewish people which said “No Kikes, No Problems” and “Aryan Underground.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84791?ref=view_279_per_page%3D1000%26view_279_page%3D3,33.7838235,-118.1140904
Orange Coast College,"
03/13/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A former student who was banned from campus due to aggressive behavior was caught “vandalizing two campus-safety vehicles with obscenities, including a swastika and racial slur, and slashing their tires.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8478f?ref=view_279_per_page%3D1000%26view_279_page%3D3,33.6700272,-117.9094073
University of Illinois Urbana Champaign,"
03/11/2017
  ","
BDS ACTIVITY
  ","
The student body voted on a student advisory referendum calling on the University of Illinois to divest from companies linked to human-rights violations (including divestment from companies that do business in Israel).
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8478d?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.1019523,-88.2271615
University of Dayton,"
03/11/2017
  ","
ANTISEMITIC EXPRESSION
  ","
SJP erected a mock wall on campus in the Kennedy Union Ball Room.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8478b?ref=view_279_per_page%3D1000%26view_279_page%3D3,39.7393,-84.17996749999999
University of California Santa Barbara,"
03/10/2017
  ","
ANTISEMITIC EXPRESSION
  ","
An op-ed was published in the school paper entitled ""The Role of Jewish Spaces,"" in which the author delegitimized Israel by falsely accusing the state of ""apartheid.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84787?ref=view_279_per_page%3D1000%26view_279_page%3D3,34.4139629,-119.848947
George Washington University,"
03/10/2017
  ","
ANTISEMITIC EXPRESSION
  ","
According to an article in the school paper, SJP sent a letter to President Knapp that included a list of 13 companies, including Hewlett-Packard, General Electric and Boeing, that SJP claims are “complicit in and profiting from apartheid policies in the occupied Palestinian territories.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84785?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.8998251,-77.0481763
Oberlin College,"
03/10/2017
  ","
BDS ACTIVITY
  ","
Oberlin Students for a Free Palestine (SFP) held the event, ""The BDS Movement in Oberlin and Beyond.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84783?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.2958696,-82.22108899999999
San Francisco State University,"
03/10/2017
  ","
ANTISEMITIC EXPRESSION
  ","
GUPS held the event ""Israeli Policies in Relation to the Trump Era.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84781?ref=view_279_per_page%3D1000%26view_279_page%3D3,37.7241492,-122.4799405
University of California Los Angeles,"
03/10/2017
  ","
ANTISEMITIC EXPRESSION
  ","
The Center for European and Russian Studies, Center for Near Eastern Studies, Department of History, Critical Race Studies Program (CRS) at UCLA School of Law, and American Indian Studies Center co-sponsored the event, “A Conference on Race, Indigeneity, and Settler Colonialism,” which contained a panel called, “Settler Colonialism in Comparative Perspective 1: Palestine and North America.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8477f?ref=view_279_per_page%3D1000%26view_279_page%3D3,34.068921,-118.4451811
SUNY Buffalo,"
03/10/2017
  ","
ANTISEMITIC EXPRESSION
  ","
UB-Students for Justice in Palestine (SJP) hosted an event with Miko Peled on campus that was co-sponsored by the UB Student Association (UBSA).
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84789?ref=view_279_per_page%3D1000%26view_279_page%3D3,43.0008093,-78.7889697
University of Texas Austin,"
03/09/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
According to Texas Hillel, ""While walking up the West Mall, a student wearing a T-shirt identifying a Jewish fraternity was called a 'baby-killing Jew' by a student who was tabling.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8477d?ref=view_279_per_page%3D1000%26view_279_page%3D3,30.2859399,-97.7317405
University of Texas Austin,"
03/09/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Jewish students attempted to table to raise funds for an Israeli non-profit called ""Save a Child's Heart"" but were unable to do so effectively when two other student groups moved their tables to flank them.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8477b?ref=view_279_per_page%3D1000%26view_279_page%3D3,30.2859399,-97.7317405
University of Texas Austin,"
03/09/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A professor on campus paused during his delivery of a calculus lecture to share “his favorite way they murdered Jews (during the Holocaust).
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84779?ref=view_279_per_page%3D1000%26view_279_page%3D3,30.2859399,-97.7317405
American University,"
03/09/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A student found a swastika etched into a desk.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84777?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.9374948,-77.08880289999999
American University,"
03/09/2017
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A Jewish student reported in an article that while in Anderson lounge, one student out of a group of students purportedly stood up and shouted, ""Mein Kampf!"" to the giggles of his friends.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84775?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.9374948,-77.08880289999999
Johns Hopkins University,"
03/09/2017
  ","
ANTISEMITIC EXPRESSION
  ","
Hopkins SJP defaced a statue on campus by painting ""End Israeli Apartheid"" over a Palestinian flag on the statue.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84773?ref=view_279_per_page%3D1000%26view_279_page%3D3,39.3299013,-76.6205177
University of California Santa Cruz,"
03/09/2017
  ","
ANTISEMITIC EXPRESSION
  ","
SJP created a mock checkpoint on two locations on campus, one of them at the McCabe Library.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b84771?ref=view_279_per_page%3D1000%26view_279_page%3D3,36.9880503,-122.0582093
Ohio State University,"
03/09/2017
  ","
BDS ACTIVITY
  ","
A divestment initiative drafted by OSU Divest: Buckeyes for Human Rights (including anti-Israel divestment with Human Rights issues) went to a campus wide vote.
  ",#incident/search/display-by-date/search/details/5b516e5d9d1f3b0b33b8476f?ref=view_279_per_page%3D1000%26view_279_page%3D3,39.999151,-83.009596
